,X,Date,month,Day,Year,Hour,Day.of.Week,WeekDay,Peakhour,Temperature,KWh
482,482,12/21/14,12,21,2014,1,0,0,1,35.33,133.4124803
483,483,12/21/14,12,21,2014,2,0,0,1,35.06,132.7012817
484,484,12/21/14,12,21,2014,3,0,0,1,35.06,132.0572906
485,485,12/21/14,12,21,2014,4,0,0,1,32,130.6516145
486,486,12/21/14,12,21,2014,5,0,0,1,32,130.0076234
487,487,12/21/14,12,21,2014,6,0,0,1,30.92,129.0948023
488,488,12/21/14,12,21,2014,7,0,0,0,30.02,128.2267862
489,489,12/21/14,12,21,2014,8,0,0,0,30.02,127.5827951
490,490,12/21/14,12,21,2014,9,0,0,0,30.11,126.9612065
491,491,12/21/14,12,21,2014,10,0,0,0,30.92,126.5188379
492,492,12/21/14,12,21,2014,11,0,0,0,32,126.1436768
493,493,12/21/14,12,21,2014,12,0,0,0,32,125.4996857
494,494,12/21/14,12,21,2014,13,0,0,0,33.08,125.1245246
495,495,12/21/14,12,21,2014,14,0,0,0,33.08,124.4805335
496,496,12/21/14,12,21,2014,15,0,0,0,33.8,124.0157624
497,497,12/21/14,12,21,2014,16,0,0,0,33.98,123.4165763
498,498,12/21/14,12,21,2014,17,0,0,0,33.89,122.7501827
499,499,12/21/14,12,21,2014,18,0,0,0,33.98,122.1285941
500,500,12/21/14,12,21,2014,19,0,0,0,33.98,121.484603
501,501,12/21/14,12,21,2014,20,0,0,1,33.98,120.8406119
502,502,12/21/14,12,21,2014,21,0,0,1,33.98,120.1966208
503,503,12/21/14,12,21,2014,22,0,0,1,33.98,119.5526297
504,504,12/21/14,12,21,2014,23,0,0,1,33.98,118.9086386
505,505,12/22/14,12,22,2014,0,1,1,1,33.08,134.2908074
506,506,12/22/14,12,22,2014,1,1,1,1,33.08,133.6468163
507,507,12/22/14,12,22,2014,2,1,1,1,33.08,133.0028252
508,508,12/22/14,12,22,2014,3,1,1,1,33.08,132.3588341
509,509,12/22/14,12,22,2014,4,1,1,1,33.08,131.714843
510,510,12/22/14,12,22,2014,5,1,1,1,33.08,131.0708519
511,511,12/22/14,12,22,2014,6,1,1,1,33.56,130.5463408
512,512,12/22/14,12,22,2014,7,1,1,0,33.98,130.0068947
513,513,12/22/14,12,22,2014,8,1,1,0,35.06,129.6317336
514,514,12/22/14,12,22,2014,9,1,1,0,37.94,129.7046225
515,515,12/22/14,12,22,2014,10,1,1,0,39.92,129.5534864
516,516,12/22/14,12,22,2014,11,1,1,0,42.08,129.4471553
517,517,12/22/14,12,22,2014,12,1,1,0,44.06,129.2960192
518,518,12/22/14,12,22,2014,13,1,1,0,43.46,128.5026781
519,519,12/22/14,12,22,2014,14,1,1,0,42.44,127.604792
520,520,12/22/14,12,22,2014,15,1,1,0,41.9,126.8263859
521,521,12/22/14,12,22,2014,16,1,1,0,41,125.9583698
522,522,12/22/14,12,22,2014,17,1,1,0,41,125.3143787
523,523,12/22/14,12,22,2014,18,1,1,0,40.1,124.4463626
524,524,12/22/14,12,22,2014,19,1,1,0,42.56,124.4147065
525,525,12/22/14,12,22,2014,20,1,1,1,41,123.3824054
526,526,12/22/14,12,22,2014,21,1,1,1,42.08,123.0072443
527,527,12/22/14,12,22,2014,22,1,1,1,42.08,122.3632532
528,528,12/22/14,12,22,2014,23,1,1,1,42.08,121.7192621
529,529,12/23/14,12,23,2014,0,2,1,1,42.89,136.7326799
530,530,12/23/14,12,23,2014,1,2,1,1,42.89,136.0886888
531,531,12/23/14,12,23,2014,2,2,1,1,42.86,135.4372302
532,532,12/23/14,12,23,2014,3,2,1,1,42.86,134.7932391
533,533,12/23/14,12,23,2014,4,2,1,1,43.43,134.2911305
534,534,12/23/14,12,23,2014,5,2,1,1,42.98,133.5351269
535,535,12/23/14,12,23,2014,6,2,1,1,42.845,132.857532
536,536,12/23/14,12,23,2014,7,2,1,0,44.06,132.5159747
537,537,12/23/14,12,23,2014,8,2,1,0,44.06,131.8719836
538,538,12/23/14,12,23,2014,9,2,1,0,44.96,131.4520175
539,539,12/23/14,12,23,2014,10,2,1,0,44.06,130.5840014
540,540,12/23/14,12,23,2014,11,2,1,0,44.96,130.1640353
541,541,12/23/14,12,23,2014,12,2,1,0,44.96,129.5200442
542,542,12/23/14,12,23,2014,13,2,1,0,44.72,128.8163131
543,543,12/23/14,12,23,2014,14,2,1,0,44.96,128.232062
544,544,12/23/14,12,23,2014,15,2,1,0,44.96,127.5880709
545,545,12/23/14,12,23,2014,16,2,1,0,45.68,127.1232998
546,546,12/23/14,12,23,2014,17,2,1,0,46.04,126.5689187
547,547,12/23/14,12,23,2014,18,2,1,0,46.04,125.9249276
548,548,12/23/14,12,23,2014,19,2,1,0,46.04,125.2809365
549,549,12/23/14,12,23,2014,20,2,1,1,46.04,124.6369454
550,550,12/23/14,12,23,2014,21,2,1,1,42.98,123.2312693
551,551,12/23/14,12,23,2014,22,2,1,1,42.98,122.5872782
552,552,12/23/14,12,23,2014,23,2,1,1,42.08,121.7192621
553,553,12/24/14,12,24,2014,0,3,1,1,42.08,136.5310574
554,554,12/24/14,12,24,2014,1,3,1,1,42.08,135.8870663
555,555,12/24/14,12,24,2014,2,3,1,1,42.08,135.2430752
556,556,12/24/14,12,24,2014,3,3,1,1,42.08,134.5990841
557,557,12/24/14,12,24,2014,4,3,1,1,41,133.686263
558,558,12/24/14,12,24,2014,5,3,1,1,41,133.0422719
559,559,12/24/14,12,24,2014,6,3,1,1,41,132.3982808
560,560,12/24/14,12,24,2014,7,3,1,0,42.08,132.0231197
561,561,12/24/14,12,24,2014,8,3,1,0,42.08,131.3791286
562,562,12/24/14,12,24,2014,9,3,1,0,42.98,130.9591625
563,563,12/24/14,12,24,2014,10,3,1,0,44.96,130.8080264
564,564,12/24/14,12,24,2014,11,3,1,0,44.96,130.1640353
565,565,12/24/14,12,24,2014,12,3,1,0,44.96,129.5200442
566,566,12/24/14,12,24,2014,13,3,1,0,44.96,128.8760531
567,567,12/24/14,12,24,2014,14,3,1,0,44.96,128.232062
568,568,12/24/14,12,24,2014,15,3,1,0,44.96,127.5880709
569,569,12/24/14,12,24,2014,16,3,1,0,46.04,127.2129098
570,570,12/24/14,12,24,2014,17,3,1,0,44.78,126.2552837
571,571,12/24/14,12,24,2014,18,3,1,0,46.22,125.9697326
572,572,12/24/14,12,24,2014,19,3,1,0,46.04,125.2809365
573,573,12/24/14,12,24,2014,20,3,1,1,44.78,124.3233104
574,574,12/24/14,12,24,2014,21,3,1,1,44.78,123.6793193
575,575,12/24/14,12,24,2014,22,3,1,1,46.04,123.3489632
576,576,12/24/14,12,24,2014,23,3,1,1,44.96,122.4361421
577,577,12/25/14,12,25,2014,0,4,1,1,44.78,137.2031324
578,578,12/25/14,12,25,2014,1,4,1,1,44.72,136.5442063
579,579,12/25/14,12,25,2014,2,4,1,1,46.94,136.4528102
580,580,12/25/14,12,25,2014,3,4,1,1,57.92,138.541924
581,581,12/25/14,12,25,2014,4,4,1,1,58.46,138.0323479
582,582,12/25/14,12,25,2014,5,4,1,1,57.56,137.1643318
583,583,12/25/14,12,25,2014,6,4,1,1,57.56,136.5203407
584,584,12/25/14,12,25,2014,7,4,1,0,55.67,135.4058971
585,585,12/25/14,12,25,2014,8,4,1,0,57.02,135.0979435
586,586,12/25/14,12,25,2014,9,4,1,0,53.96,133.6922674
587,587,12/25/14,12,25,2014,10,4,1,0,51.98,132.5554213
588,588,12/25/14,12,25,2014,11,4,1,0,50,131.4185752
589,589,12/25/14,12,25,2014,12,4,1,0,51.08,131.0434141
590,590,12/25/14,12,25,2014,13,4,1,0,51.08,130.399423
591,591,12/25/14,12,25,2014,14,4,1,0,50,129.4866019
592,592,12/25/14,12,25,2014,15,4,1,0,48.02,128.3497558
593,593,12/25/14,12,25,2014,16,4,1,0,46.94,127.4369348
594,594,12/25/14,12,25,2014,17,4,1,0,46.94,126.7929437
595,595,12/25/14,12,25,2014,18,4,1,0,46.94,126.1489526
596,596,12/25/14,12,25,2014,19,4,1,0,46.04,125.2809365
597,597,12/25/14,12,25,2014,20,4,1,1,46.04,124.6369454
598,598,12/25/14,12,25,2014,21,4,1,1,44.96,123.7241243
599,599,12/25/14,12,25,2014,22,4,1,1,44.96,123.0801332
600,600,12/25/14,12,25,2014,23,4,1,1,44.06,122.2121171
601,601,12/26/14,12,26,2014,0,5,1,1,42.98,136.7550824
602,602,12/26/14,12,26,2014,1,5,1,1,42.08,135.8870663
603,603,12/26/14,12,26,2014,2,5,1,1,42.08,135.2430752
604,604,12/26/14,12,26,2014,3,5,1,1,39.92,134.0614241
605,605,12/26/14,12,26,2014,4,5,1,1,41,133.686263
606,606,12/26/14,12,26,2014,5,5,1,1,37.94,132.2805869
607,607,12/26/14,12,26,2014,6,5,1,1,37.94,131.6365958
608,608,12/26/14,12,26,2014,7,5,1,0,39.02,131.2614347
609,609,12/26/14,12,26,2014,8,5,1,0,42.98,131.6031536
610,610,12/26/14,12,26,2014,9,5,1,0,44.96,131.4520175
611,611,12/26/14,12,26,2014,10,5,1,0,46.04,131.0768564
612,612,12/26/14,12,26,2014,11,5,1,0,46.94,130.6568903
613,613,12/26/14,12,26,2014,12,5,1,0,48.02,130.2817291
614,614,12/26/14,12,26,2014,13,5,1,0,48.92,129.861763
615,615,12/26/14,12,26,2014,14,5,1,0,48.92,129.2177719
616,616,12/26/14,12,26,2014,15,5,1,0,48.02,128.3497558
617,617,12/26/14,12,26,2014,16,5,1,0,48.02,127.7057647
618,618,12/26/14,12,26,2014,17,5,1,0,46.04,126.5689187
619,619,12/26/14,12,26,2014,18,5,1,0,44.96,125.6560976
620,620,12/26/14,12,26,2014,19,5,1,0,44.06,124.7880815
621,621,12/26/14,12,26,2014,20,5,1,1,42.98,123.8752604
622,622,12/26/14,12,26,2014,21,5,1,1,42.98,123.2312693
623,623,12/26/14,12,26,2014,22,5,1,1,42.08,122.3632532
624,624,12/26/14,12,26,2014,23,5,1,1,41,121.4504321
625,625,12/27/14,12,27,2014,0,6,0,1,39.92,135.1989988
626,626,12/27/14,12,27,2014,1,6,0,1,39.92,134.5550077
627,627,12/27/14,12,27,2014,2,6,0,1,41,134.1798466
628,628,12/27/14,12,27,2014,3,6,0,1,41,133.5358555
629,629,12/27/14,12,27,2014,4,6,0,1,39.92,132.6230344
630,630,12/27/14,12,27,2014,5,6,0,1,41,132.2478733
631,631,12/27/14,12,27,2014,6,6,0,1,39.92,131.3350522
632,632,12/27/14,12,27,2014,7,6,0,0,41,130.9598911
633,633,12/27/14,12,27,2014,8,6,0,0,42.98,130.808755
634,634,12/27/14,12,27,2014,9,6,0,0,44.96,130.6576189
635,635,12/27/14,12,27,2014,10,6,0,0,48.02,130.7753128
636,636,12/27/14,12,27,2014,11,6,0,0,50,130.6241767
637,637,12/27/14,12,27,2014,12,6,0,0,51.98,130.4730406
638,638,12/27/14,12,27,2014,13,6,0,0,51.8,129.7842445
639,639,12/27/14,12,27,2014,14,6,0,0,51.98,129.1850584
640,640,12/27/14,12,27,2014,15,6,0,0,50,128.0482123
641,641,12/27/14,12,27,2014,16,6,0,0,48.02,126.9113662
642,642,12/27/14,12,27,2014,17,6,0,0,46.94,125.9985451
643,643,12/27/14,12,27,2014,18,6,0,0,46.04,125.130529
644,644,12/27/14,12,27,2014,19,6,0,0,44.96,124.2177079
645,645,12/27/14,12,27,2014,20,6,0,1,44.06,123.3496918
646,646,12/27/14,12,27,2014,21,6,0,1,42.98,122.4368707
647,647,12/27/14,12,27,2014,22,6,0,1,44.06,122.0617096
648,648,12/27/14,12,27,2014,23,6,0,1,42.98,121.1488885
649,649,12/28/14,12,28,2014,0,0,0,1,44.96,136.4535388
650,650,12/28/14,12,28,2014,1,0,0,1,44.96,135.8095477
651,651,12/28/14,12,28,2014,2,0,0,1,44.96,135.1655566
652,652,12/28/14,12,28,2014,3,0,0,1,44.96,134.5215655
653,653,12/28/14,12,28,2014,4,0,0,1,44.96,133.8775744
654,654,12/28/14,12,28,2014,5,0,0,1,44.96,133.2335833
655,655,12/28/14,12,28,2014,6,0,0,1,44.96,132.5895922
656,656,12/28/14,12,28,2014,7,0,0,0,46.04,132.2144311
657,657,12/28/14,12,28,2014,8,0,0,0,46.04,131.57044
658,658,12/28/14,12,28,2014,9,0,0,0,46.94,131.1504739
659,659,12/28/14,12,28,2014,10,0,0,0,48.02,130.7753128
660,660,12/28/14,12,28,2014,11,0,0,0,48.92,130.3553467
661,661,12/28/14,12,28,2014,12,0,0,0,50,129.9801856
662,662,12/28/14,12,28,2014,13,0,0,0,51.08,129.6050245
663,663,12/28/14,12,28,2014,14,0,0,0,51.98,129.1850584
664,664,12/28/14,12,28,2014,15,0,0,0,48.92,127.7793823
665,665,12/28/14,12,28,2014,16,0,0,0,46.94,126.6425362
666,666,12/28/14,12,28,2014,17,0,0,0,46.94,125.9985451
667,667,12/28/14,12,28,2014,18,0,0,0,46.04,125.130529
668,668,12/28/14,12,28,2014,19,0,0,0,44.96,124.2177079
669,669,12/28/14,12,28,2014,20,0,0,1,44.06,123.3496918
670,670,12/28/14,12,28,2014,21,0,0,1,42.08,122.2128457
671,671,12/28/14,12,28,2014,22,0,0,1,41,121.3000246
672,672,12/28/14,12,28,2014,23,0,0,1,39.92,120.3872035
673,673,12/29/14,12,29,2014,0,1,1,1,39.02,135.7693724
674,674,12/29/14,12,29,2014,1,1,1,1,37.94,134.8565513
675,675,12/29/14,12,29,2014,2,1,1,1,37.04,133.9885352
676,676,12/29/14,12,29,2014,3,1,1,1,35.96,133.0757141
677,677,12/29/14,12,29,2014,4,1,1,1,35.96,132.431723
678,678,12/29/14,12,29,2014,5,1,1,1,35.96,131.7877319
679,679,12/29/14,12,29,2014,6,1,1,1,35.06,130.9197158
680,680,12/29/14,12,29,2014,7,1,1,0,35.06,130.2757247
681,681,12/29/14,12,29,2014,8,1,1,0,35.06,129.6317336
682,682,12/29/14,12,29,2014,9,1,1,0,39.02,129.9734525
683,683,12/29/14,12,29,2014,10,1,1,0,39.92,129.5534864
684,684,12/29/14,12,29,2014,11,1,1,0,41,129.1783253
685,685,12/29/14,12,29,2014,12,1,1,0,39.92,128.2655042
686,686,12/29/14,12,29,2014,13,1,1,0,41,127.8903431
687,687,12/29/14,12,29,2014,14,1,1,0,39.92,126.977522
688,688,12/29/14,12,29,2014,15,1,1,0,39.92,126.3335309
689,689,12/29/14,12,29,2014,16,1,1,0,39.02,125.4655148
690,690,12/29/14,12,29,2014,17,1,1,0,37.94,124.5526937
691,691,12/29/14,12,29,2014,18,1,1,0,35.06,123.1918226
692,692,12/29/14,12,29,2014,19,1,1,0,33.08,122.0549765
693,693,12/29/14,12,29,2014,20,1,1,1,32,121.1421554
694,694,12/29/14,12,29,2014,21,1,1,1,30.92,120.2293344
695,695,12/29/14,12,29,2014,22,1,1,1,30.92,119.5853433
696,696,12/29/14,12,29,2014,23,1,1,1,30.02,118.7173272
697,697,12/30/14,12,30,2014,0,2,1,1,28.04,133.0362675
698,698,12/30/14,12,30,2014,1,2,1,1,26.96,132.1234464
699,699,12/30/14,12,30,2014,2,2,1,1,24.98,130.9866003
700,700,12/30/14,12,30,2014,3,2,1,1,24.08,130.1185842
701,701,12/30/14,12,30,2014,4,2,1,1,24.08,129.4745931
702,702,12/30/14,12,30,2014,5,2,1,1,23,128.561772
703,703,12/30/14,12,30,2014,6,2,1,1,23,127.9177809
704,704,12/30/14,12,30,2014,7,2,1,0,23,127.2737898
705,705,12/30/14,12,30,2014,8,2,1,0,24.08,126.8986287
706,706,12/30/14,12,30,2014,9,2,1,0,24.98,126.4786626
707,707,12/30/14,12,30,2014,10,2,1,0,26.06,126.1035015
708,708,12/30/14,12,30,2014,11,2,1,0,26.96,125.6835354
709,709,12/30/14,12,30,2014,12,2,1,0,28.04,125.3083743
710,710,12/30/14,12,30,2014,13,2,1,0,28.94,124.8884082
711,711,12/30/14,12,30,2014,14,2,1,0,30.02,124.5132471
712,712,12/30/14,12,30,2014,15,2,1,0,28.94,123.600426
713,713,12/30/14,12,30,2014,16,2,1,0,28.04,122.7324099
714,714,12/30/14,12,30,2014,17,2,1,0,26.96,121.8195888
715,715,12/30/14,12,30,2014,18,2,1,0,26.06,120.9515727
716,716,12/30/14,12,30,2014,19,2,1,0,24.98,120.0387516
717,717,12/30/14,12,30,2014,20,2,1,1,24.98,119.3947605
718,718,12/30/14,12,30,2014,21,2,1,1,24.08,118.5267444
719,719,12/30/14,12,30,2014,22,2,1,1,23,117.6139233
720,720,12/30/14,12,30,2014,23,2,1,1,21.92,116.7011022
721,721,12/31/14,12,31,2014,0,3,1,1,21.02,131.2888725
722,722,12/31/14,12,31,2014,1,3,1,1,19.94,130.3760514
723,723,12/31/14,12,31,2014,2,3,1,1,19.94,129.7320603
724,724,12/31/14,12,31,2014,3,3,1,1,19.94,129.0880692
725,725,12/31/14,12,31,2014,4,3,1,1,19.94,128.4440781
726,726,12/31/14,12,31,2014,5,3,1,1,19.94,127.800087
727,727,12/31/14,12,31,2014,6,3,1,1,19.94,127.1560959
728,728,12/31/14,12,31,2014,7,3,1,0,21.02,126.7809348
729,729,12/31/14,12,31,2014,8,3,1,0,24.08,126.8986287
730,730,12/31/14,12,31,2014,9,3,1,0,26.06,126.7474926
731,731,12/31/14,12,31,2014,10,3,1,0,28.04,126.5963565
732,732,12/31/14,12,31,2014,11,3,1,0,28.94,126.1763904
733,733,12/31/14,12,31,2014,12,3,1,0,28.94,125.5323993
734,734,12/31/14,12,31,2014,13,3,1,0,28.94,124.8884082
735,735,12/31/14,12,31,2014,14,3,1,0,28.94,124.2444171
736,736,12/31/14,12,31,2014,15,3,1,0,28.04,123.376401
737,737,12/31/14,12,31,2014,16,3,1,0,26.96,122.4635799
738,738,12/31/14,12,31,2014,17,3,1,0,26.06,121.5955638
739,739,12/31/14,12,31,2014,18,3,1,0,26.06,120.9515727
740,740,12/31/14,12,31,2014,19,3,1,0,24.98,120.0387516
741,741,12/31/14,12,31,2014,20,3,1,1,24.98,119.3947605
742,742,12/31/14,12,31,2014,21,3,1,1,23,118.2579144
743,743,12/31/14,12,31,2014,22,3,1,1,21.92,117.3450933
744,744,12/31/14,12,31,2014,23,3,1,1,21.92,116.7011022
